"No.","Time","Source","Destination","Protocol","Length","Info"
"143","4.697649288","10.0.0.1","10.0.0.2","TCP","1514","35902  >  34567 [ACK] Seq=125977 Ack=1 Win=42496 Len=1448 TSval=1269995349 TSecr=4180768927"
"144","4.709553880","10.0.0.1","10.0.0.2","TCP","1514","35902  >  34567 [ACK] Seq=127425 Ack=1 Win=42496 Len=1448 TSval=1269995349 TSecr=4180768927"
"145","4.721426719","10.0.0.1","10.0.0.2","TCP","1514","35902  >  34567 [ACK] Seq=128873 Ack=1 Win=42496 Len=1448 TSval=1269995361 TSecr=4180768938"
"146","4.847895724","10.0.0.2","10.0.0.1","TCP","66","34567  >  35902 [ACK] Seq=1 Ack=127425 Win=189952 Len=0 TSval=4180769139 TSecr=1269995349"
"147","4.859807711","10.0.0.2","10.0.0.1","TCP","66","34567  >  35902 [ACK] Seq=1 Ack=128873 Win=193024 Len=0 TSval=4180769151 TSecr=1269995349"
"148","4.872184050","10.0.0.2","10.0.0.1","TCP","66","34567  >  35902 [ACK] Seq=1 Ack=130321 Win=196096 Len=0 TSval=4180769163 TSecr=1269995361"
"149","4.910123680","10.0.0.1","10.0.0.2","TCP","1514","35902  >  34567 [ACK] Seq=130321 Ack=1 Win=42496 Len=1448 TSval=1269995562 TSecr=4180769139"
"150","4.922293173","10.0.0.1","10.0.0.2","TCP","1514","35902  >  34567 [ACK] Seq=131769 Ack=1 Win=42496 Len=1448 TSval=1269995574 TSecr=4180769151"
"151","4.934366446","10.0.0.1","10.0.0.2","TCP","1514","35902  >  34567 [ACK] Seq=133217 Ack=1 Win=42496 Len=1448 TSval=1269995586 TSecr=4180769163"
"152","5.061248977","10.0.0.2","10.0.0.1","TCP","66","34567  >  35902 [ACK] Seq=1 Ack=131769 Win=198656 Len=0 TSval=4180769352 TSecr=1269995562"
"153","5.073106923","10.0.0.2","10.0.0.1","TCP","66","34567  >  35902 [ACK] Seq=1 Ack=133217 Win=201728 Len=0 TSval=4180769364 TSecr=1269995574"
"154","5.084493614","10.0.0.2","10.0.0.1","TCP","66","34567  >  35902 [ACK] Seq=1 Ack=134665 Win=204800 Len=0 TSval=4180769376 TSecr=1269995586"
"155","5.123445141","10.0.0.1","10.0.0.2","TCP","1514","35902  >  34567 [ACK] Seq=134665 Ack=1 Win=42496 Len=1448 TSval=1269995775 TSecr=4180769352"
"156","5.135635855","10.0.0.1","10.0.0.2","TCP","1514","35902  >  34567 [ACK] Seq=136113 Ack=1 Win=42496 Len=1448 TSval=1269995787 TSecr=4180769364"
"157","5.147961747","10.0.0.1","10.0.0.2","TCP","1514","35902  >  34567 [ACK] Seq=137561 Ack=1 Win=42496 Len=1448 TSval=1269995798 TSecr=4180769376"
"158","5.274829694","10.0.0.2","10.0.0.1","TCP","66","34567  >  35902 [ACK] Seq=1 Ack=136113 Win=207360 Len=0 TSval=4180769565 TSecr=1269995775"
"159","5.286237964","10.0.0.2","10.0.0.1","TCP","66","34567  >  35902 [ACK] Seq=1 Ack=137561 Win=210432 Len=0 TSval=4180769578 TSecr=1269995787"
"160","5.298621225","10.0.0.2","10.0.0.1","TCP","66","34567  >  35902 [ACK] Seq=1 Ack=139009 Win=213504 Len=0 TSval=4180769590 TSecr=1269995798"
"161","5.337102148","10.0.0.1","10.0.0.2","TCP","1514","35902  >  34567 [ACK] Seq=139009 Ack=1 Win=42496 Len=1448 TSval=1269995989 TSecr=4180769565"
"162","5.349214106","10.0.0.1","10.0.0.2","TCP","1514","35902  >  34567 [ACK] Seq=140457 Ack=1 Win=42496 Len=1448 TSval=1269996000 TSecr=4180769578"
"163","5.361292934","10.0.0.1","10.0.0.2","TCP","1514","35902  >  34567 [ACK] Seq=141905 Ack=1 Win=42496 Len=1448 TSval=1269996012 TSecr=4180769590"
"164","5.406768483","00:00:00_00:00:02","00:00:00_00:00:01","ARP","42","Who has 10.0.0.1? Tell 10.0.0.2"
"165","5.459158458","00:00:00_00:00:01","00:00:00_00:00:02","ARP","42","10.0.0.1 is at 00:00:00:00:00:01"
"166","5.487606374","10.0.0.2","10.0.0.1","TCP","66","34567  >  35902 [ACK] Seq=1 Ack=140457 Win=216064 Len=0 TSval=4180769779 TSecr=1269995989"
"167","5.509455274","10.0.0.2","10.0.0.1","TCP","66","34567  >  35902 [ACK] Seq=1 Ack=141905 Win=219136 Len=0 TSval=4180769799 TSecr=1269996000"
"168","5.511934092","10.0.0.2","10.0.0.1","TCP","66","34567  >  35902 [ACK] Seq=1 Ack=143353 Win=221184 Len=0 TSval=4180769803 TSecr=1269996012"
"169","5.562032253","10.0.0.1","10.0.0.2","TCP","2962","35902  >  34567 [PSH, ACK] Seq=143353 Ack=1 Win=42496 Len=2896 TSval=1269996201 TSecr=4180769779"
"170","5.573990946","10.0.0.1","10.0.0.2","TCP","1514","35902  >  34567 [ACK] Seq=146249 Ack=1 Win=42496 Len=1448 TSval=1269996223 TSecr=4180769799"
"171","5.586343269","10.0.0.1","10.0.0.2","TCP","1514","35902  >  34567 [ACK] Seq=147697 Ack=1 Win=42496 Len=1448 TSval=1269996226 TSecr=4180769803"
"172","5.712349265","10.0.0.2","10.0.0.1","TCP","66","34567  >  35902 [ACK] Seq=1 Ack=146249 Win=220672 Len=0 TSval=4180770004 TSecr=1269996201"
"173","5.724190649","10.0.0.2","10.0.0.1","TCP","66","34567  >  35902 [ACK] Seq=1 Ack=147697 Win=221184 Len=0 TSval=4180770016 TSecr=1269996223"
"174","5.736619972","10.0.0.2","10.0.0.1","TCP","66","34567  >  35902 [ACK] Seq=1 Ack=149145 Win=221184 Len=0 TSval=4180770028 TSecr=1269996226"
"175","5.786694018","10.0.0.1","10.0.0.2","TCP","1514","[TCP Previous segment not captured] 35902  >  34567 [ACK] Seq=152041 Ack=1 Win=42496 Len=1448 TSval=1269996438 TSecr=4180770016"
"176","5.799107627","10.0.0.1","10.0.0.2","TCP","1514","35902  >  34567 [ACK] Seq=153489 Ack=1 Win=42496 Len=1448 TSval=1269996450 TSecr=4180770028"
"177","5.936991900","10.0.0.2","10.0.0.1","TCP","78","[TCP Dup ACK 174#1] 34567  >  35902 [ACK] Seq=1 Ack=149145 Win=221184 Len=0 TSval=4180770229 TSecr=1269996226 SLE=152041 SRE=153489"
"178","5.949525948","10.0.0.2","10.0.0.1","TCP","78","[TCP Dup ACK 174#2] 34567  >  35902 [ACK] Seq=1 Ack=149145 Win=221184 Len=0 TSval=4180770241 TSecr=1269996226 SLE=152041 SRE=154937"
"179","6.011717336","10.0.0.1","10.0.0.2","TCP","1514","[TCP Previous segment not captured] 35902  >  34567 [ACK] Seq=156385 Ack=1 Win=42496 Len=1448 TSval=1269996663 TSecr=4180770241"
"180","6.049163425","10.0.0.1","10.0.0.2","TCP","1514","[TCP Out-Of-Order] 35902  >  34567 [ACK] Seq=149145 Ack=1 Win=42496 Len=1448 TSval=1269996701 TSecr=4180770241"
"181","6.162219761","10.0.0.2","10.0.0.1","TCP","86","[TCP Dup ACK 174#3] 34567  >  35902 [ACK] Seq=1 Ack=149145 Win=221184 Len=0 TSval=4180770454 TSecr=1269996226 SLE=156385 SRE=157833 SLE=152041 SRE=154937"
"182","6.199412266","10.0.0.2","10.0.0.1","TCP","86","34567  >  35902 [ACK] Seq=1 Ack=150593 Win=220160 Len=0 TSval=4180770491 TSecr=1269996701 SLE=156385 SRE=157833 SLE=152041 SRE=154937"
"183","6.224697414","10.0.0.1","10.0.0.2","TCP","1514","[TCP Retransmission] 35902  >  34567 [ACK] Seq=150593 Ack=1 Win=42496 Len=1448 TSval=1269996876 TSecr=4180770454"
"184","6.261567224","10.0.0.1","10.0.0.2","TCP","1514","[TCP Retransmission] 35902  >  34567 [ACK] Seq=154937 Ack=1 Win=42496 Len=1448 TSval=1269996913 TSecr=4180770491"
"185","6.375020078","10.0.0.2","10.0.0.1","TCP","78","34567  >  35902 [ACK] Seq=1 Ack=154937 Win=217600 Len=0 TSval=4180770667 TSecr=1269996876 SLE=156385 SRE=157833"
"186","6.412217983","10.0.0.2","10.0.0.1","TCP","66","34567  >  35902 [ACK] Seq=1 Ack=157833 Win=219648 Len=0 TSval=4180770704 TSecr=1269996913"
"187","6.437543530","10.0.0.1","10.0.0.2","TCP","1514","35902  >  34567 [ACK] Seq=157833 Ack=1 Win=42496 Len=1448 TSval=1269997089 TSecr=4180770667"
"188","6.474533346","10.0.0.1","10.0.0.2","TCP","1514","35902  >  34567 [ACK] Seq=159281 Ack=1 Win=42496 Len=1448 TSval=1269997126 TSecr=4180770704"
"189","6.588046741","10.0.0.2","10.0.0.1","TCP","66","34567  >  35902 [ACK] Seq=1 Ack=159281 Win=221184 Len=0 TSval=4180770879 TSecr=1269997089"
"190","6.625420795","10.0.0.2","10.0.0.1","TCP","66","34567  >  35902 [ACK] Seq=1 Ack=160729 Win=221184 Len=0 TSval=4180770917 TSecr=1269997126"
"191","6.640369307","10.0.0.1","10.0.0.2","TCP","203","35902  >  34567 [PSH, ACK] Seq=160729 Ack=1 Win=42496 Len=137 TSval=1269997302 TSecr=4180770879"
"192","6.790740624","10.0.0.2","10.0.0.1","TCP","66","34567  >  35902 [ACK] Seq=1 Ack=160866 Win=221696 Len=0 TSval=4180771082 TSecr=1269997302"
"193","30.907540654","00:00:00_00:00:03","Broadcast","ARP","42","Who has 10.0.0.2? Tell 10.0.0.3"
